polygon_id,ndmi,ndvi
25762,0.2931683837417813,0.6581786741097186
25764,0.47325748446836013,0.7887463118063152
25770,0.5206621825056837,0.8589398677497967
25771,0.5167410687879365,0.8509547211015532
25776,0.47460959901383837,0.8757235344634192
25783,0.5644512700247211,0.8750841669812723
25784,0.5839798878471256,0.8740579822528204
25786,0.5930548795773664,0.886008842659067
25799,0.5191440278327921,0.860587495273562
25800,0.3733248333593524,0.7692856256804259
